C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_40_729.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_40_729.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_40_729.jpg, 0, 0, 0, 7.996775E-05
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_41_012.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_41_012.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_41_012.jpg, 0, 0, 0, 7.823821E-05
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_41_112.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_41_112.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_41_112.jpg, 0, 0, 0, 7.853121E-05
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_41_211.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_41_211.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_41_211.jpg, 0, 0, 0, 7.9073E-05
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_41_314.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_41_314.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_41_314.jpg, 0, 0, 0, 8.101902E-05
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_41_414.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_41_414.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_41_414.jpg, 0, 0, 0, 7.882501E-05
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_41_515.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_41_515.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_41_515.jpg, 0, 0, 0, 7.822766E-05
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_41_616.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_41_616.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_41_616.jpg, 0, 0, 0, 7.794683E-05
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_41_716.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_41_716.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_41_716.jpg, 0, 0, 0, 7.891337E-05
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_41_819.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_41_819.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_41_819.jpg, 0, 0, 0, 7.79176E-05
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_41_920.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_41_920.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_41_920.jpg, 0, 0, 0, 7.90263E-05
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_42_021.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_42_021.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_42_021.jpg, 0, 0, 0, 7.865786E-05
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_42_123.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_42_123.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_42_123.jpg, 0, 0, 0, 7.782631E-05
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_42_223.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_42_223.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_42_223.jpg, 0, 0, 0, 7.787218E-05
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_42_324.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_42_324.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_42_324.jpg, 0, 0, 0, 7.88801E-05
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_42_424.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_42_424.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_42_424.jpg, 0, 0, 0, 7.799057E-05
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_42_525.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_42_525.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_42_525.jpg, 0, 0, 0, 7.805798E-05
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_42_627.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_42_627.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_42_627.jpg, 0, 0.0799701, 0, 0.006219802
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_42_727.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_42_727.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_42_727.jpg, 0, 0.3811832, 0, 0.2948907
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_42_828.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_42_828.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_42_828.jpg, 0, 0.6830068, 0, 0.9534163
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_42_929.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_42_929.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_42_929.jpg, -0.069648, 0.9819523, 0, 1.995713
C:\Users\Admin\Desktop\Udacity\Data\IMG\center_2021_04_12_10_16_43_030.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\left_2021_04_12_10_16_43_030.jpg, C:\Users\Admin\Desktop\Udacity\Data\IMG\right_2021_04_12_10_16_43_030.jpg, -0.3673109, 1, 0, 3.177259
